DEBUG: General     , 1676800185274> 53,450,650> LoggerManager.init                  > Initializing...
LOG  : General     , 1676800222401> 53,487,772> tiledef: loading D:\SteamLibrary\steamapps\common\ProjectZomboid\media\newtiledefinitions.tiles
LOG  : General     , 1676800224205> 53,489,575> tiledef: loading D:\SteamLibrary\steamapps\common\ProjectZomboid\media\tiledefinitions_erosion.tiles
LOG  : General     , 1676800224223> 53,489,594> tiledef: loading D:\SteamLibrary\steamapps\common\ProjectZomboid\media\tiledefinitions_apcom.tiles
LOG  : General     , 1676800224287> 53,489,658> tiledef: loading D:\SteamLibrary\steamapps\common\ProjectZomboid\media\tiledefinitions_overlays.tiles
LOG  : General     , 1676800224359> 53,489,730> tiledef: loading D:\SteamLibrary\steamapps\common\ProjectZomboid\media\tiledefinitions_noiseworks.patch.tiles
LOG  : General     , 1676800224458> 53,489,828> tiledef: loading D:\SteamLibrary\steamapps\common\ProjectZomboid\media\tiledefinitions.tiles
LOG  : General     , 1676800224586> 53,489,957> tiledef: loading D:\SteamLibrary\steamapps\common\ProjectZomboid\media\newtiledefinitions.tiles
LOG  : General     , 1676800224637> 53,490,008> MOVABLES: Difference in SpriteGrid settings for members of group: (Office Desk) sheet = location_business_office_generic_01
LOG  : General     , 1676800224637> 53,490,008> MOVABLES: Object has too many faces defined for group: (Office Whiteboard) sheet = location_business_office_generic_01
LOG  : General     , 1676800224642> 53,490,013> MOVABLES: E face defined more than once for group: (Bar Wall Bar) sheet = location_restaurant_bar_01
LOG  : General     , 1676800224642> 53,490,013> MOVABLES: S face defined more than once for group: (Bar Wall Bar) sheet = location_restaurant_bar_01
LOG  : General     , 1676800224642> 53,490,013> MOVABLES: E face defined more than once for group: (Left Bar Wall Bar) sheet = location_restaurant_bar_01
LOG  : General     , 1676800224642> 53,490,013> MOVABLES: S face defined more than once for group: (Left Bar Wall Bar) sheet = location_restaurant_bar_01
LOG  : General     , 1676800224642> 53,490,013> MOVABLES: E face defined more than once for group: (Right Bar Wall Bar) sheet = location_restaurant_bar_01
LOG  : General     , 1676800224642> 53,490,013> MOVABLES: S face defined more than once for group: (Right Bar Wall Bar) sheet = location_restaurant_bar_01
LOG  : General     , 1676800224642> 53,490,013> MOVABLES: E face defined more than once for group: (Bar Tap Antique) sheet = location_restaurant_bar_01
LOG  : General     , 1676800224642> 53,490,013> MOVABLES: Object has too many faces defined for group: (Bar Counter) sheet = location_restaurant_bar_01
LOG  : General     , 1676800224643> 53,490,014> MOVABLES: Object has too many faces defined for group: (Bar Corner Counter) sheet = location_restaurant_bar_01
LOG  : General     , 1676800224663> 53,490,034> MOVABLES: Object has only one face defined for group: (Streetname Sign) sheet = street_decoration_01
LOG  : General     , 1676800224663> 53,490,034> MOVABLES: Not all members have a valid face defined for group: (Streetname Sign) sheet = street_decoration_01
LOG  : General     , 1676800224685> 53,490,056> MOVABLES: Not all members have a valid face defined for group: (Medical Desk) sheet = location_community_medical_01
LOG  : General     , 1676800224699> 53,490,070> MOVABLES: Object only has 3 sprites, _might_ have a error in settings, group: (Tattoo Parlor Sign) sheet = location_shop_accessories_genericsigns_01
LOG  : General     , 1676800224699> 53,490,070> MOVABLES: Object only has 3 sprites, _might_ have a error in settings, group: (Bail Bonds Sign) sheet = location_shop_accessories_genericsigns_01
LOG  : General     , 1676800224700> 53,490,071> MOVABLES: Object only has 3 sprites, _might_ have a error in settings, group: (Pony Roam-o Sign) sheet = signs_one-off_01
LOG  : General     , 1676800224718> 53,490,088> MOVABLES: Not all members have a valid face defined for group: (Military Crate) sheet = location_military_generic_01
LOG  : General     , 1676800224719> 53,490,089> MOVABLES: Object only has 3 sprites, _might_ have a error in settings, group: (The Glorious Spiffo) sheet = location_restaurant_spiffos_03
LOG  : General     , 1676800224731> 53,490,101> tiledef: loading D:\SteamLibrary\steamapps\common\ProjectZomboid\media\tiledefinitions_erosion.tiles
LOG  : General     , 1676800224733> 53,490,103> duplicate texture d_floorleaves_1_0 ignore ID=524800, use ID=355000
LOG  : General     , 1676800224733> 53,490,103> duplicate texture d_floorleaves_1_1 ignore ID=524801, use ID=355001
LOG  : General     , 1676800224733> 53,490,103> duplicate texture d_floorleaves_1_2 ignore ID=524802, use ID=355002
LOG  : General     , 1676800224733> 53,490,104> duplicate texture d_floorleaves_1_3 ignore ID=524803, use ID=355003
LOG  : General     , 1676800224733> 53,490,104> duplicate texture d_floorleaves_1_4 ignore ID=524804, use ID=355004
LOG  : General     , 1676800224734> 53,490,104> duplicate texture d_floorleaves_1_5 ignore ID=524805, use ID=355005
LOG  : General     , 1676800224734> 53,490,104> duplicate texture d_floorleaves_1_6 ignore ID=524806, use ID=355006
LOG  : General     , 1676800224734> 53,490,104> duplicate texture d_floorleaves_1_7 ignore ID=524807, use ID=355007
LOG  : General     , 1676800224734> 53,490,104> duplicate texture d_floorleaves_1_8 ignore ID=524808, use ID=355008
LOG  : General     , 1676800224734> 53,490,104> duplicate texture d_floorleaves_1_9 ignore ID=524809, use ID=355009
LOG  : General     , 1676800224734> 53,490,104> duplicate texture d_floorleaves_1_10 ignore ID=524810, use ID=355010
LOG  : General     , 1676800224734> 53,490,104> duplicate texture d_floorleaves_1_11 ignore ID=524811, use ID=355011
LOG  : General     , 1676800224734> 53,490,104> duplicate texture d_floorleaves_1_12 ignore ID=524812, use ID=355012
LOG  : General     , 1676800224734> 53,490,104> duplicate texture d_floorleaves_1_13 ignore ID=524813, use ID=355013
LOG  : General     , 1676800224734> 53,490,104> duplicate texture d_floorleaves_1_14 ignore ID=524814, use ID=355014
LOG  : General     , 1676800224734> 53,490,105> duplicate texture d_floorleaves_1_15 ignore ID=524815, use ID=355015
LOG  : General     , 1676800224734> 53,490,105> duplicate texture d_floorleaves_1_16 ignore ID=524816, use ID=355016
LOG  : General     , 1676800224734> 53,490,105> duplicate texture d_floorleaves_1_17 ignore ID=524817, use ID=355017
LOG  : General     , 1676800224735> 53,490,105> duplicate texture d_floorleaves_1_18 ignore ID=524818, use ID=355018
LOG  : General     , 1676800224735> 53,490,105> duplicate texture d_floorleaves_1_19 ignore ID=524819, use ID=355019
LOG  : General     , 1676800224735> 53,490,105> duplicate texture d_floorleaves_1_20 ignore ID=524820, use ID=355020
LOG  : General     , 1676800224735> 53,490,105> duplicate texture d_floorleaves_1_21 ignore ID=524821, use ID=355021
LOG  : General     , 1676800224735> 53,490,105> duplicate texture d_floorleaves_1_22 ignore ID=524822, use ID=355022
LOG  : General     , 1676800224735> 53,490,105> duplicate texture d_floorleaves_1_23 ignore ID=524823, use ID=355023
LOG  : General     , 1676800224735> 53,490,105> duplicate texture d_floorleaves_1_24 ignore ID=524824, use ID=355024
LOG  : General     , 1676800224735> 53,490,105> duplicate texture d_floorleaves_1_25 ignore ID=524825, use ID=355025
LOG  : General     , 1676800224735> 53,490,105> duplicate texture d_floorleaves_1_26 ignore ID=524826, use ID=355026
LOG  : General     , 1676800224735> 53,490,105> duplicate texture d_floorleaves_1_27 ignore ID=524827, use ID=355027
LOG  : General     , 1676800224735> 53,490,105> duplicate texture d_floorleaves_1_28 ignore ID=524828, use ID=355028
LOG  : General     , 1676800224735> 53,490,105> duplicate texture d_floorleaves_1_29 ignore ID=524829, use ID=355029
LOG  : General     , 1676800224735> 53,490,106> duplicate texture d_floorleaves_1_30 ignore ID=524830, use ID=355030
LOG  : General     , 1676800224735> 53,490,106> duplicate texture d_floorleaves_1_31 ignore ID=524831, use ID=355031
LOG  : General     , 1676800224736> 53,490,106> duplicate texture d_generic_1_0 ignore ID=525312, use ID=356000
LOG  : General     , 1676800224736> 53,490,106> duplicate texture d_generic_1_1 ignore ID=525313, use ID=356001
LOG  : General     , 1676800224736> 53,490,106> duplicate texture d_generic_1_2 ignore ID=525314, use ID=356002
LOG  : General     , 1676800224736> 53,490,106> duplicate texture d_generic_1_3 ignore ID=525315, use ID=356003
LOG  : General     , 1676800224736> 53,490,106> duplicate texture d_generic_1_4 ignore ID=525316, use ID=356004
LOG  : General     , 1676800224736> 53,490,106> duplicate texture d_generic_1_5 ignore ID=525317, use ID=356005
LOG  : General     , 1676800224736> 53,490,106> duplicate texture d_generic_1_6 ignore ID=525318, use ID=356006
LOG  : General     , 1676800224736> 53,490,106> duplicate texture d_generic_1_7 ignore ID=525319, use ID=356007
LOG  : General     , 1676800224736> 53,490,106> duplicate texture d_generic_1_8 ignore ID=525320, use ID=356008
LOG  : General     , 1676800224736> 53,490,106> duplicate texture d_generic_1_9 ignore ID=525321, use ID=356009
LOG  : General     , 1676800224736> 53,490,106> duplicate texture d_generic_1_10 ignore ID=525322, use ID=356010
LOG  : General     , 1676800224736> 53,490,107> duplicate texture d_generic_1_11 ignore ID=525323, use ID=356011
LOG  : General     , 1676800224736> 53,490,107> duplicate texture d_generic_1_12 ignore ID=525324, use ID=356012
LOG  : General     , 1676800224736> 53,490,107> duplicate texture d_generic_1_13 ignore ID=525325, use ID=356013
LOG  : General     , 1676800224737> 53,490,107> duplicate texture d_generic_1_14 ignore ID=525326, use ID=356014
LOG  : General     , 1676800224737> 53,490,107> duplicate texture d_generic_1_15 ignore ID=525327, use ID=356015
LOG  : General     , 1676800224737> 53,490,107> duplicate texture d_generic_1_16 ignore ID=525328, use ID=356016
LOG  : General     , 1676800224737> 53,490,107> duplicate texture d_generic_1_17 ignore ID=525329, use ID=356017
LOG  : General     , 1676800224737> 53,490,107> duplicate texture d_generic_1_18 ignore ID=525330, use ID=356018
LOG  : General     , 1676800224737> 53,490,107> duplicate texture d_generic_1_19 ignore ID=525331, use ID=356019
LOG  : General     , 1676800224737> 53,490,107> duplicate texture d_generic_1_20 ignore ID=525332, use ID=356020
LOG  : General     , 1676800224737> 53,490,107> duplicate texture d_generic_1_21 ignore ID=525333, use ID=356021
LOG  : General     , 1676800224737> 53,490,107> duplicate texture d_generic_1_22 ignore ID=525334, use ID=356022
LOG  : General     , 1676800224737> 53,490,107> duplicate texture d_generic_1_23 ignore ID=525335, use ID=356023
LOG  : General     , 1676800224737> 53,490,107> duplicate texture d_generic_1_24 ignore ID=525336, use ID=356024
LOG  : General     , 1676800224737> 53,490,108> duplicate texture d_generic_1_25 ignore ID=525337, use ID=356025
LOG  : General     , 1676800224737> 53,490,108> duplicate texture d_generic_1_26 ignore ID=525338, use ID=356026
LOG  : General     , 1676800224737> 53,490,108> duplicate texture d_generic_1_27 ignore ID=525339, use ID=356027
LOG  : General     , 1676800224738> 53,490,108> duplicate texture d_generic_1_28 ignore ID=525340, use ID=356028
LOG  : General     , 1676800224738> 53,490,108> duplicate texture d_generic_1_29 ignore ID=525341, use ID=356029
LOG  : General     , 1676800224738> 53,490,108> duplicate texture d_generic_1_30 ignore ID=525342, use ID=356030
LOG  : General     , 1676800224738> 53,490,108> duplicate texture d_generic_1_31 ignore ID=525343, use ID=356031
LOG  : General     , 1676800224738> 53,490,108> duplicate texture d_generic_1_32 ignore ID=525344, use ID=356032
LOG  : General     , 1676800224738> 53,490,108> duplicate texture d_generic_1_33 ignore ID=525345, use ID=356033
LOG  : General     , 1676800224738> 53,490,108> duplicate texture d_generic_1_34 ignore ID=525346, use ID=356034
LOG  : General     , 1676800224738> 53,490,108> duplicate texture d_generic_1_35 ignore ID=525347, use ID=356035
LOG  : General     , 1676800224738> 53,490,108> duplicate texture d_generic_1_36 ignore ID=525348, use ID=356036
LOG  : General     , 1676800224738> 53,490,108> duplicate texture d_generic_1_37 ignore ID=525349, use ID=356037
LOG  : General     , 1676800224738> 53,490,108> duplicate texture d_generic_1_38 ignore ID=525350, use ID=356038
LOG  : General     , 1676800224738> 53,490,109> duplicate texture d_generic_1_39 ignore ID=525351, use ID=356039
LOG  : General     , 1676800224738> 53,490,109> duplicate texture d_generic_1_40 ignore ID=525352, use ID=356040
LOG  : General     , 1676800224738> 53,490,109> duplicate texture d_generic_1_41 ignore ID=525353, use ID=356041
LOG  : General     , 1676800224739> 53,490,109> duplicate texture d_generic_1_42 ignore ID=525354, use ID=356042
LOG  : General     , 1676800224739> 53,490,109> duplicate texture d_generic_1_43 ignore ID=525355, use ID=356043
LOG  : General     , 1676800224739> 53,490,109> duplicate texture d_generic_1_44 ignore ID=525356, use ID=356044
LOG  : General     , 1676800224739> 53,490,109> duplicate texture d_generic_1_45 ignore ID=525357, use ID=356045
LOG  : General     , 1676800224739> 53,490,109> duplicate texture d_generic_1_46 ignore ID=525358, use ID=356046
LOG  : General     , 1676800224739> 53,490,109> duplicate texture d_generic_1_47 ignore ID=525359, use ID=356047
LOG  : General     , 1676800224739> 53,490,109> duplicate texture d_generic_1_48 ignore ID=525360, use ID=356048
LOG  : General     , 1676800224739> 53,490,109> duplicate texture d_generic_1_49 ignore ID=525361, use ID=356049
LOG  : General     , 1676800224739> 53,490,109> duplicate texture d_generic_1_50 ignore ID=525362, use ID=356050
LOG  : General     , 1676800224739> 53,490,109> duplicate texture d_generic_1_51 ignore ID=525363, use ID=356051
LOG  : General     , 1676800224739> 53,490,109> duplicate texture d_generic_1_52 ignore ID=525364, use ID=356052
LOG  : General     , 1676800224739> 53,490,110> duplicate texture d_generic_1_53 ignore ID=525365, use ID=356053
LOG  : General     , 1676800224739> 53,490,110> duplicate texture d_generic_1_54 ignore ID=525366, use ID=356054
LOG  : General     , 1676800224740> 53,490,110> duplicate texture d_generic_1_55 ignore ID=525367, use ID=356055
LOG  : General     , 1676800224740> 53,490,110> duplicate texture d_generic_1_56 ignore ID=525368, use ID=356056
LOG  : General     , 1676800224740> 53,490,110> duplicate texture d_generic_1_57 ignore ID=525369, use ID=356057
LOG  : General     , 1676800224740> 53,490,110> duplicate texture d_generic_1_58 ignore ID=525370, use ID=356058
LOG  : General     , 1676800224740> 53,490,110> duplicate texture d_generic_1_59 ignore ID=525371, use ID=356059
LOG  : General     , 1676800224740> 53,490,110> duplicate texture d_generic_1_60 ignore ID=525372, use ID=356060
LOG  : General     , 1676800224740> 53,490,110> duplicate texture d_generic_1_61 ignore ID=525373, use ID=356061
LOG  : General     , 1676800224740> 53,490,111> duplicate texture d_generic_1_62 ignore ID=525374, use ID=356062
LOG  : General     , 1676800224740> 53,490,111> duplicate texture d_generic_1_63 ignore ID=525375, use ID=356063
LOG  : General     , 1676800224741> 53,490,111> duplicate texture d_generic_1_64 ignore ID=525376, use ID=356064
LOG  : General     , 1676800224741> 53,490,111> duplicate texture d_generic_1_65 ignore ID=525377, use ID=356065
LOG  : General     , 1676800224741> 53,490,111> duplicate texture d_generic_1_66 ignore ID=525378, use ID=356066
LOG  : General     , 1676800224741> 53,490,111> duplicate texture d_generic_1_67 ignore ID=525379, use ID=356067
LOG  : General     , 1676800224741> 53,490,111> duplicate texture d_generic_1_68 ignore ID=525380, use ID=356068
LOG  : General     , 1676800224741> 53,490,111> duplicate texture d_generic_1_69 ignore ID=525381, use ID=356069
LOG  : General     , 1676800224741> 53,490,111> duplicate texture d_generic_1_70 ignore ID=525382, use ID=356070
LOG  : General     , 1676800224741> 53,490,111> duplicate texture d_generic_1_71 ignore ID=525383, use ID=356071
LOG  : General     , 1676800224741> 53,490,112> duplicate texture d_generic_1_72 ignore ID=525384, use ID=356072
LOG  : General     , 1676800224742> 53,490,112> duplicate texture d_generic_1_73 ignore ID=525385, use ID=356073
LOG  : General     , 1676800224742> 53,490,112> duplicate texture d_generic_1_74 ignore ID=525386, use ID=356074
LOG  : General     , 1676800224742> 53,490,112> duplicate texture d_generic_1_75 ignore ID=525387, use ID=356075
LOG  : General     , 1676800224742> 53,490,112> duplicate texture d_generic_1_76 ignore ID=525388, use ID=356076
LOG  : General     , 1676800224742> 53,490,112> duplicate texture d_generic_1_77 ignore ID=525389, use ID=356077
LOG  : General     , 1676800224742> 53,490,112> duplicate texture d_generic_1_78 ignore ID=525390, use ID=356078
LOG  : General     , 1676800224742> 53,490,112> duplicate texture d_generic_1_79 ignore ID=525391, use ID=356079
LOG  : General     , 1676800224742> 53,490,113> duplicate texture d_generic_1_80 ignore ID=525392, use ID=356080
LOG  : General     , 1676800224743> 53,490,113> duplicate texture d_generic_1_81 ignore ID=525393, use ID=356081
LOG  : General     , 1676800224743> 53,490,113> duplicate texture d_generic_1_82 ignore ID=525394, use ID=356082
